timestamp,cpu_usage,ram_usage,disk_io,network_latency,request_rate,anomaly_label,anomaly_score,predicted
2024-01-01 00:04:50,32.67,50.08,49.63,71.19,203.32,0,-0.12956257515107145,0
2024-01-01 00:05:00,30.19,63.07,50.35,55.49,183.4,0,-0.07944156588487,0
2024-01-01 00:05:10,49.82,45.26,23.01,73.63,260.08,0,-0.014623453724622704,0
2024-01-01 00:05:20,34.89,59.76,26.19,87.54,256.45,0,-0.08976134289743604,0
2024-01-01 00:05:30,26.54,60.05,5.93,66.64,231.41,0,-0.014784350522913714,0
2024-01-01 00:05:40,41.58,65.6,30.29,58.6,186.94,0,-0.07896694629736967,0
2024-01-01 00:05:50,25.23,82.6,51.48,81.04,279.42,0,0.038683701163559236,1
2024-01-01 00:06:00,36.67,58.92,46.2,92.94,137.88,0,-0.09633732837568681,0
2024-01-01 00:06:10,19.32,49.91,37.34,54.58,143.86,0,-0.008106398967728246,0
2024-01-01 00:06:20,24.37,54.74,39.73,92.3,196.65,0,-0.10576940483826802,0
2024-01-01 00:06:30,36.57,37.31,31.73,92.26,290.16,0,0.007075195713842741,1
2024-01-01 00:06:40,40.91,48.05,42.46,94.31,191.91,0,-0.11969326445369477,0
2024-01-01 00:06:50,36.37,50.91,49.19,98.28,192.67,0,-0.11175423006549706,0
2024-01-01 00:07:00,34.07,49.76,20.61,113.03,142.32,0,-0.010142016448542512,0
2024-01-01 00:07:10,32.59,56.52,43.6,74.66,237.84,0,-0.12862583135505934,0
2024-01-01 00:07:20,23.17,46.78,51.19,81.64,238.13,0,-0.07384782233714932,0
2024-01-01 00:07:30,29.24,66.21,35.02,73.75,231.56,0,-0.09863041894183877,0
2024-01-01 00:07:40,31.31,55.0,48.41,80.03,174.83,0,-0.12634376241305129,0
2024-01-01 00:07:50,43.46,54.91,73.78,102.99,171.73,0,0.012951260346708016,1
2024-01-01 00:08:00,37.75,51.72,38.75,59.82,148.28,0,-0.09612734615231072,0
2024-01-01 00:08:10,20.9,56.55,44.72,67.08,203.35,0,-0.08189083026582544,0
2024-01-01 00:08:20,37.59,63.25,31.14,100.66,156.78,0,-0.08429376365414076,0
2024-01-01 00:08:30,31.92,46.33,42.18,95.3,152.9,0,-0.0973587866040036,0
2024-01-01 00:08:40,29.58,48.42,45.52,74.55,183.05,0,-0.12291362126333244,0
2024-01-01 00:08:50,39.89,51.96,42.34,92.82,180.43,0,-0.12355665337773986,0
2024-01-01 00:09:00,43.25,41.54,27.76,85.12,178.48,0,-0.08288237118934605,0
2024-01-01 00:09:10,42.45,46.81,42.48,102.5,218.66,0,-0.09156625461782425,0
2024-01-01 00:09:20,28.29,50.24,57.55,81.12,203.16,0,-0.09486080018387288,0
2024-01-01 00:09:30,32.53,63.74,45.38,95.38,188.47,0,-0.11443014276144048,0
2024-01-01 00:09:40,37.65,57.63,51.54,119.63,207.32,0,-0.029846034992480286,0
2024-01-01 00:09:50,42.8,56.94,37.16,88.97,160.34,0,-0.1059555061879347,0
2024-01-01 00:10:00,31.17,63.51,49.0,80.74,204.21,0,-0.1221170000273955,0
2024-01-01 00:10:10,33.51,53.63,43.35,90.84,206.02,0,-0.1319479860165419,0
2024-01-01 00:10:20,26.15,58.9,28.59,74.52,139.88,0,-0.07214688409233477,0
2024-01-01 00:10:30,25.43,53.97,43.82,115.82,239.83,0,-0.02027849371684942,0
2024-01-01 00:10:40,41.5,57.65,28.1,82.7,164.74,0,-0.10507322806644137,0
2024-01-01 00:10:50,45.85,69.17,32.41,75.91,203.61,1,-0.07204233078268402,0
2024-01-01 00:11:00,34.42,52.0,42.27,67.46,246.58,1,-0.11324694132816943,0
2024-01-01 00:11:10,43.03,76.43,43.57,96.46,237.03,1,-0.01957426465501183,0
2024-01-01 00:11:20,37.89,93.39,25.73,93.01,201.37,1,-0.006918283386399771,0
2024-01-01 00:11:30,29.84,89.82,52.65,468.92,185.5,1,0.07846284725510255,1
2024-01-01 00:11:40,37.89,91.6,46.86,485.03,237.9,1,0.08131140027805317,1
2024-01-01 00:11:50,47.3,95.69,31.54,453.75,226.99,1,0.10864787818856858,1
2024-01-01 00:12:00,34.71,85.61,21.55,479.16,175.27,1,0.0913982216945678,1
2024-01-01 00:12:10,47.52,88.08,38.26,483.17,168.2,1,0.09999457858986283,1
2024-01-01 00:12:20,14.04,81.32,34.65,501.99,117.11,1,0.1536677370928603,1
2024-01-01 00:12:30,41.58,85.73,41.36,853.74,206.16,1,0.06337875393777914,1
2024-01-01 00:12:40,35.7,96.44,35.64,846.13,196.69,1,0.06332588601184552,1
2024-01-01 00:12:50,32.61,100.0,15.91,851.87,245.45,1,0.11996708131869493,1
2024-01-01 00:13:00,35.73,91.66,35.34,845.25,214.36,1,0.06400220492229358,1
2024-01-01 00:13:10,19.1,89.94,36.33,769.7,253.37,1,0.1404626590261414,1
2024-01-01 00:13:20,33.24,95.84,47.6,772.88,172.11,1,0.06950550714668458,1
2024-01-01 00:13:30,37.86,100.0,31.62,754.45,245.53,1,0.08681078157386612,1
2024-01-01 00:13:40,46.82,84.17,60.14,767.97,178.84,1,0.11984880909990714,1
2024-01-01 00:13:50,30.85,77.04,17.06,751.66,231.1,1,0.09416970963950266,1
2024-01-01 00:14:00,28.53,49.49,55.73,748.22,141.65,1,0.05106492854827438,1
2024-01-01 00:14:10,30.99,42.79,37.31,744.65,209.41,1,0.0019573729220291325,1
2024-01-01 00:14:20,42.32,69.92,50.32,744.99,120.61,1,0.0823070628489656,1
2024-01-01 00:14:30,37.63,77.69,40.96,337.51,189.31,1,0.04237736149446614,1
2024-01-01 00:14:40,30.76,78.8,53.67,364.69,217.61,1,0.06271371257890723,1
2024-01-01 00:14:50,39.11,100.0,35.35,360.12,179.16,1,0.07507968050656522,1
2024-01-01 00:15:00,35.78,94.93,26.82,371.91,157.98,1,0.08562763338594426,1
2024-01-01 00:15:10,42.75,98.84,57.05,362.13,233.84,1,0.10893760134710906,1
2024-01-01 00:15:20,29.38,100.0,38.64,358.29,195.86,1,0.0757640565330222,1
2024-01-01 00:15:30,32.38,43.61,42.66,347.66,180.42,1,0.00814321653589134,1
2024-01-01 00:15:40,31.86,65.39,54.82,361.81,201.68,1,0.022875948511790867,1
2024-01-01 00:15:50,23.29,54.24,27.62,91.07,305.47,0,0.02492424163075513,1
2024-01-01 00:16:00,37.37,61.7,47.15,62.85,246.14,0,-0.10437580899784177,0
2024-01-01 00:16:10,37.09,44.28,32.92,81.31,246.5,0,-0.104772417406654,0
2024-01-01 00:16:20,35.04,39.46,38.41,83.5,217.42,0,-0.11197597859018499,0
2024-01-01 00:16:30,33.12,63.18,40.87,69.23,206.66,0,-0.1310470308661168,0
2024-01-01 00:16:40,23.68,58.76,22.0,71.18,104.16,0,0.0015235767611793127,1
2024-01-01 00:16:50,31.63,45.98,30.65,83.46,172.84,0,-0.1095876838906144,0
2024-01-01 00:17:00,32.26,46.3,56.21,63.0,180.78,0,-0.07604669158551364,0
2024-01-01 00:17:10,28.58,66.25,50.63,85.25,125.0,0,-0.03985268483570692,0
2024-01-01 00:17:20,33.71,43.11,39.25,66.57,153.7,0,-0.09771662146075372,0
2024-01-01 00:17:30,38.23,71.43,42.92,95.94,120.77,0,-0.019690287229916725,0
2024-01-01 00:17:40,50.09,45.99,36.47,115.07,198.47,0,0.0013796533435491698,1
2024-01-01 00:17:50,36.4,61.38,56.28,67.09,232.75,0,-0.08820040047749056,0
2024-01-01 00:18:00,37.06,51.71,37.6,88.01,244.27,0,-0.11891695951018688,0
2024-01-01 00:18:10,34.4,61.03,42.78,69.1,216.59,0,-0.1347228739095766,0
2024-01-01 00:18:20,19.65,49.56,53.75,95.61,161.46,0,-0.03333248440281855,0
2024-01-01 00:18:30,34.79,53.37,30.67,61.02,122.72,0,-0.06420066491982063,0
2024-01-01 00:18:40,35.48,55.41,58.71,87.21,129.73,0,-0.06041193805707756,0
2024-01-01 00:18:50,54.71,44.98,21.63,66.91,149.24,0,0.03501099248441464,1
2024-01-01 00:19:00,33.46,62.41,59.56,76.9,164.45,0,-0.08263822912874152,0
2024-01-01 00:19:10,37.41,49.87,35.53,64.53,193.61,0,-0.12325268400313483,0
2024-01-01 00:19:20,34.72,52.71,37.09,92.34,159.43,0,-0.11646481596688962,0
2024-01-01 00:19:30,78.79,45.06,17.32,67.45,872.24,1,0.12217398638313193,1
2024-01-01 00:19:40,97.28,29.38,34.54,88.28,849.39,1,0.1322074139872884,1
2024-01-01 00:19:50,94.15,53.09,27.52,74.84,859.1,1,0.08390835626644766,1
2024-01-01 00:20:00,94.46,79.13,32.71,78.28,904.29,1,0.1265947954280232,1
2024-01-01 00:20:10,80.86,62.85,38.35,82.22,811.47,1,0.08848813680818568,1
2024-01-01 00:20:20,99.36,54.81,51.49,68.57,875.43,1,0.08649295673170765,1
2024-01-01 00:20:30,76.92,52.37,42.49,83.16,858.12,1,0.07587456824861483,1
2024-01-01 00:20:40,92.83,55.22,43.69,102.96,845.34,1,0.09609519722325965,1
2024-01-01 00:20:50,100.0,60.47,26.85,68.33,894.09,1,0.09518282159825908,1
2024-01-01 00:21:00,80.21,43.19,29.43,97.58,893.84,1,0.11000397475090096,1
2024-01-01 00:21:10,83.6,66.14,61.58,102.47,820.82,1,0.13303394232395727,1
2024-01-01 00:21:20,88.93,62.15,31.18,67.76,851.39,1,0.09098093928877005,1
2024-01-01 00:21:30,84.11,62.18,59.87,58.17,869.93,1,0.12046724299400902,1
2024-01-01 00:21:40,75.73,59.38,37.08,84.53,847.76,1,0.08840151592367917,1
2024-01-01 00:21:50,88.68,55.2,40.03,71.79,882.08,1,0.07571856459913862,1
2024-01-01 00:22:00,79.64,61.73,52.84,108.03,869.93,1,0.12856608945043146,1
2024-01-01 00:22:10,100.0,60.92,55.26,80.52,1834.16,1,0.10099710779397131,1
2024-01-01 00:22:20,100.0,51.46,38.67,67.97,1699.65,1,0.07583084016785524,1
2024-01-01 00:22:30,96.87,49.26,35.34,62.79,1097.28,1,0.09368780956331257,1
2024-01-01 00:22:40,78.21,56.02,39.33,96.35,1065.84,1,0.08855127132165808,1
2024-01-01 00:22:50,81.9,70.49,44.06,71.43,1126.35,1,0.10042173861778037,1
2024-01-01 00:23:00,90.98,42.61,50.7,80.66,1037.49,1,0.10326259965392892,1
2024-01-01 00:23:10,74.63,60.32,40.05,94.34,1116.03,1,0.09432219317960344,1
2024-01-01 00:23:20,36.82,81.65,47.43,72.74,174.8,1,-0.04677842845113356,0
2024-01-01 00:23:30,45.46,85.51,59.66,79.31,170.63,1,0.02061166726294572,1
2024-01-01 00:23:40,22.14,91.73,44.58,79.75,142.14,1,0.027589643073472447,1
2024-01-01 00:23:50,36.48,100.0,43.74,90.25,181.4,1,-0.03433924222659196,0
2024-01-01 00:24:00,37.08,100.0,21.77,88.86,243.38,1,0.012670232106573476,1
2024-01-01 00:24:10,41.25,94.07,8.43,76.7,198.99,1,0.043407799806964964,1
2024-01-01 00:24:20,25.1,65.24,44.66,80.95,225.11,1,-0.09627555977284569,0
2024-01-01 00:24:30,24.44,75.05,38.86,74.42,266.59,1,-0.008252532871663054,0
2024-01-01 00:24:40,39.18,84.38,33.82,57.84,210.55,1,-0.006859104207197042,0
2024-01-01 00:24:50,37.38,71.07,42.92,83.86,177.65,1,-0.09713472008830648,0
2024-01-01 00:25:00,84.13,87.82,39.28,108.38,1088.19,1,0.1612140163338862,1
2024-01-01 00:25:10,84.9,100.0,53.53,66.74,1047.73,1,0.14883712190190346,1
2024-01-01 00:25:20,76.68,93.96,41.03,68.4,1049.32,1,0.14052568890177164,1
2024-01-01 00:25:30,83.98,98.14,31.04,66.94,1008.7,1,0.14948978360008014,1
2024-01-01 00:25:40,84.47,85.32,51.88,90.87,1106.55,1,0.14887497188500387,1
2024-01-01 00:25:50,76.41,93.84,37.39,86.73,1054.06,1,0.14594059494827516,1
2024-01-01 00:26:00,97.05,51.25,46.32,77.62,1076.78,1,0.07787354174333172,1
2024-01-01 00:26:10,85.92,51.82,34.27,66.23,1028.06,1,0.08399445526770899,1
2024-01-01 00:26:20,72.59,67.82,32.2,81.39,1086.94,1,0.10180710837696771,1
2024-01-01 00:26:30,87.38,60.58,41.01,56.53,1039.02,1,0.08971376433929279,1
2024-01-01 00:26:40,74.33,43.89,40.15,82.15,1063.83,1,0.08406542809215145,1
2024-01-01 00:26:50,88.42,57.47,45.76,93.07,1104.61,1,0.09064646914308983,1
2024-01-01 00:27:00,91.39,59.98,36.78,61.23,1101.13,1,0.08773535791464215,1
2024-01-01 00:27:10,75.56,66.4,17.96,57.01,1068.62,1,0.1338451602246742,1
2024-01-01 00:27:20,89.83,70.81,34.81,103.69,998.78,1,0.12183507133340099,1
2024-01-01 00:27:30,100.0,44.85,49.53,70.82,2121.77,1,0.09331411568670356,1
2024-01-01 00:27:40,100.0,46.89,36.43,97.04,2071.89,1,0.09777684239384576,1
2024-01-01 00:27:50,100.0,42.42,37.04,77.69,2030.96,1,0.09108481235081711,1
2024-01-01 00:28:00,100.0,72.66,51.84,77.57,1971.93,1,0.11890608852105777,1
2024-01-01 00:28:10,83.05,82.79,31.46,86.58,1128.01,1,0.13922310209168176,1
2024-01-01 00:28:20,81.96,91.12,21.49,66.74,1110.82,1,0.170156248659313,1
2024-01-01 00:28:30,82.55,83.62,38.07,81.99,1183.11,1,0.13315508412644317,1
2024-01-01 00:28:40,88.46,84.3,34.19,74.28,1143.06,1,0.1377554467124179,1
2024-01-01 00:28:50,91.81,92.14,28.41,60.19,1101.19,1,0.15777093502532546,1
2024-01-01 00:29:00,91.29,85.4,37.9,85.06,1113.73,1,0.14080881374779608,1
2024-01-01 00:29:10,95.69,100.0,45.9,76.05,1177.4,1,0.13829760669433566,1
2024-01-01 00:29:20,35.1,100.0,39.89,77.64,264.0,1,-0.003140618165316078,0
2024-01-01 00:29:30,46.63,83.1,43.68,61.85,261.13,1,0.029195615372482164,1
2024-01-01 00:29:40,32.88,100.0,61.76,103.87,230.28,1,0.03839165876057493,1
2024-01-01 00:29:50,56.76,93.82,35.89,93.15,189.9,1,0.062201612620486624,1
2024-01-01 00:30:00,40.01,98.1,43.34,94.46,70.34,1,0.06023448760818373,1
2024-01-01 00:30:10,28.14,51.43,33.89,75.42,211.89,0,-0.1308818623526643,0
2024-01-01 00:30:20,26.43,53.2,29.84,54.06,199.93,0,-0.0820870109308438,0
2024-01-01 00:30:30,38.86,68.73,32.98,109.29,205.6,0,-0.052397971150581646,0
2024-01-01 00:30:40,33.21,32.88,34.25,79.08,202.16,0,-0.07162308574600279,0
2024-01-01 00:30:50,40.71,70.33,44.31,68.77,146.95,0,-0.0634481667593515,0
2024-01-01 00:31:00,38.79,40.76,68.19,86.25,222.3,0,-0.016838739200380037,0
2024-01-01 00:31:10,34.42,52.33,31.41,97.51,225.29,0,-0.10341521424468347,0
2024-01-01 00:31:20,28.23,50.71,35.0,79.65,227.29,0,-0.12007893848774992,0
2024-01-01 00:31:30,22.88,60.89,39.24,99.18,237.86,0,-0.06865005689821813,0
2024-01-01 00:31:40,31.43,39.02,44.75,96.24,224.16,0,-0.0833573144348076,0
2024-01-01 00:31:50,41.85,59.62,43.16,63.85,183.6,0,-0.11672050637936365,0
2024-01-01 00:32:00,36.71,75.24,55.41,69.89,197.17,0,-0.05177965202633189,0
2024-01-01 00:32:10,25.03,41.37,10.88,94.36,203.64,0,-0.003666582771128968,0
2024-01-01 00:32:20,36.39,56.9,11.36,39.31,204.31,0,0.005797589674201187,1
2024-01-01 00:32:30,38.08,48.38,34.05,77.76,239.93,0,-0.11516870867732332,0
2024-01-01 00:32:40,27.93,59.26,53.17,58.54,225.75,0,-0.07952721078766478,0
2024-01-01 00:32:50,36.23,55.19,21.21,72.85,283.09,0,-0.02820830943056485,0
2024-01-01 00:33:00,35.47,48.59,3.91,75.52,288.26,0,0.05518084991082006,1
2024-01-01 00:33:10,25.86,79.88,46.85,74.63,203.19,1,-0.036350428575746274,0
2024-01-01 00:33:20,37.86,96.17,42.92,71.72,46.53,1,0.05564848208098372,1
2024-01-01 00:33:30,91.37,79.34,26.92,63.54,975.5,1,0.14308528551346578,1
2024-01-01 00:33:40,95.55,91.57,28.17,114.38,904.41,1,0.17430572518829412,1
2024-01-01 00:33:50,95.31,74.57,28.36,108.01,893.97,1,0.1479146394922135,1
2024-01-01 00:34:00,75.86,81.06,41.33,62.57,910.09,1,0.1315097139146002,1
2024-01-01 00:34:10,79.38,98.47,32.48,103.73,908.16,1,0.1543939551584408,1
2024-01-01 00:34:20,91.0,100.0,45.93,74.01,950.52,1,0.13750856082012042,1
2024-01-01 00:34:30,90.99,100.0,5.74,81.94,863.65,1,0.17889734650824496,1
2024-01-01 00:34:40,91.0,51.87,29.72,79.05,882.92,1,0.0826147370647341,1
2024-01-01 00:34:50,100.0,54.99,26.49,70.1,939.75,1,0.08857347206823574,1
2024-01-01 00:35:00,91.45,42.5,36.92,94.76,950.95,1,0.0974265269884581,1
2024-01-01 00:35:10,95.97,61.05,33.54,81.89,951.69,1,0.0920642389355556,1
2024-01-01 00:35:20,94.51,63.82,49.57,72.85,894.55,1,0.0899437999167586,1
2024-01-01 00:35:30,92.09,50.48,17.69,60.43,886.9,1,0.12029765336881648,1
2024-01-01 00:35:40,32.48,50.3,40.55,66.6,179.73,0,-0.12376304096371599,0
2024-01-01 00:35:50,41.07,57.66,46.7,55.38,209.59,0,-0.09610652135570047,0
2024-01-01 00:36:00,28.82,50.63,62.28,80.18,259.42,0,-0.044384293751530135,0
2024-01-01 00:36:10,33.11,54.34,34.22,62.05,118.1,0,-0.06425922937417466,0
2024-01-01 00:36:20,31.12,76.0,43.89,76.02,191.17,0,-0.07132701635550875,0
2024-01-01 00:36:30,35.65,52.53,18.35,100.55,146.69,0,-0.05115705013917471,0
2024-01-01 00:36:40,53.52,51.42,11.3,97.99,133.91,0,0.06849144284986552,1
2024-01-01 00:36:50,20.06,48.52,50.14,79.52,238.68,0,-0.0665034167275404,0
2024-01-01 00:37:00,40.49,62.44,39.93,78.69,221.78,0,-0.12266365771566207,0
2024-01-01 00:37:10,22.1,53.19,54.14,108.2,217.98,0,-0.03156484034773355,0
2024-01-01 00:37:20,31.22,48.51,23.52,87.81,236.84,0,-0.09594426580143928,0
2024-01-01 00:37:30,43.71,68.21,46.24,75.08,180.81,0,-0.09706900922975331,0
2024-01-01 00:37:40,35.51,69.2,62.43,58.61,182.69,0,-0.03349613080320457,0
2024-01-01 00:37:50,26.38,49.0,45.04,85.91,287.43,0,-0.01562715202613385,0
2024-01-01 00:38:00,29.28,36.33,43.32,92.44,190.14,0,-0.08285081642323278,0
2024-01-01 00:38:10,40.44,65.08,40.1,70.53,229.41,0,-0.10549550932813961,0
2024-01-01 00:38:20,29.16,48.15,21.15,84.37,200.26,0,-0.097502170842238,0
2024-01-01 00:38:30,36.73,62.91,56.27,74.55,126.07,0,-0.05192645939909302,0
2024-01-01 00:38:40,35.36,35.3,32.67,77.24,118.21,0,-0.039067804806126705,0
2024-01-01 00:38:50,29.79,63.93,46.05,42.68,176.84,0,-0.0329564500683574,0
2024-01-01 00:39:00,52.15,42.89,21.24,76.67,242.24,0,-0.008933453395956303,0
2024-01-01 00:39:10,40.07,62.31,25.85,94.54,231.53,0,-0.086788109097866,0
2024-01-01 00:39:20,18.8,55.14,57.22,70.53,236.56,0,-0.026262062003351683,0
2024-01-01 00:39:30,36.49,45.46,35.83,80.79,160.52,0,-0.11762938650864058,0
2024-01-01 00:39:40,85.89,50.93,57.44,68.66,1085.32,1,0.10393944305624536,1
2024-01-01 00:39:50,98.0,61.86,39.06,85.41,982.09,1,0.08722141816596263,1
2024-01-01 00:40:00,84.84,56.06,17.9,76.75,1029.19,1,0.1112332977093683,1
2024-01-01 00:40:10,90.27,60.84,50.7,65.91,1020.27,1,0.09447860802079466,1
2024-01-01 00:40:20,95.22,74.76,32.92,99.99,1013.73,1,0.13279729769917048,1
2024-01-01 00:40:30,98.11,39.36,48.38,93.93,1074.23,1,0.11031586773677349,1
2024-01-01 00:40:40,81.58,71.17,40.3,70.93,992.48,1,0.1031845444950914,1
2024-01-01 00:40:50,88.51,56.04,21.48,87.47,966.7,1,0.10527132954980578,1
2024-01-01 00:41:00,87.39,46.01,41.97,88.06,1021.48,1,0.09525269852452567,1
2024-01-01 00:41:10,85.96,41.7,66.35,89.63,1004.69,1,0.14690443346234783,1
2024-01-01 00:41:20,100.0,53.11,45.92,54.59,1155.78,1,0.09300789405122722,1
2024-01-01 00:41:30,94.42,64.22,39.31,95.1,1047.74,1,0.09626816164182106,1
2024-01-01 00:41:40,81.1,73.72,52.9,71.45,1004.31,1,0.12635838104794084,1
2024-01-01 00:41:50,98.53,93.68,42.53,74.63,978.44,1,0.13715023298240525,1
2024-01-01 00:42:00,100.0,67.63,42.51,119.57,945.47,1,0.1420690478319796,1
2024-01-01 00:42:10,99.44,85.59,26.9,84.53,979.67,1,0.14600105749096937,1
2024-01-01 00:42:20,22.85,76.76,42.81,74.21,204.6,1,-0.04223810681541923,0
2024-01-01 00:42:30,31.13,96.49,52.43,46.92,257.09,1,0.059739639777313114,1
2024-01-01 00:42:40,45.14,100.0,29.97,100.85,244.87,1,0.04100726459120385,1
2024-01-01 00:42:50,77.98,95.79,57.09,59.82,1029.92,1,0.1619157387060296,1
2024-01-01 00:43:00,87.19,28.96,38.9,498.15,1007.83,1,0.19119284924345936,1
2024-01-01 00:43:10,89.84,76.99,29.35,508.23,1031.51,1,0.18796234011789392,1
2024-01-01 00:43:20,76.23,82.94,51.97,534.44,1000.01,1,0.19677803635001134,1
2024-01-01 00:43:30,83.17,86.19,36.56,524.8,1089.5,1,0.19044054373718255,1
2024-01-01 00:43:40,57.71,98.07,49.11,510.83,1013.19,1,0.19225145079663652,1
2024-01-01 00:43:50,75.45,78.58,36.5,517.82,1017.31,1,0.1833830198087799,1
2024-01-01 00:44:00,81.62,99.66,39.28,504.19,932.13,1,0.1944149120268529,1
2024-01-01 00:44:10,73.66,100.0,45.92,515.29,1012.94,1,0.19240227190489312,1
2024-01-01 00:44:20,96.7,82.21,43.49,514.3,1054.22,1,0.18752412112184413,1
2024-01-01 00:44:30,72.2,58.2,16.05,527.73,978.05,1,0.17660393438486022,1
2024-01-01 00:44:40,100.0,49.96,26.55,527.71,1716.81,1,0.16683688824889353,1
2024-01-01 00:44:50,100.0,54.18,51.15,520.61,1778.54,1,0.16458673156128778,1
2024-01-01 00:45:00,88.41,58.48,38.41,507.76,867.01,1,0.15640845160674954,1
2024-01-01 00:45:10,65.4,70.13,33.72,524.33,968.39,1,0.16942885408167352,1
2024-01-01 00:45:20,86.19,72.41,23.7,511.82,904.79,1,0.19141512857174325,1
2024-01-01 00:45:30,76.97,83.67,27.04,496.97,910.53,1,0.19793627095372002,1
2024-01-01 00:45:40,69.03,76.63,15.74,507.15,881.12,1,0.203147903539162,1
2024-01-01 00:45:50,80.58,80.81,38.78,514.47,941.2,1,0.185871668731454,1
2024-01-01 00:46:00,78.48,100.0,32.82,526.85,1024.47,1,0.19429030952819593,1
2024-01-01 00:46:10,72.08,88.51,28.4,77.25,957.33,1,0.1494361014889134,1
2024-01-01 00:46:20,100.0,61.66,39.18,61.86,1631.14,1,0.08561676778944582,1
2024-01-01 00:46:30,72.19,59.63,44.37,80.85,985.06,1,0.07811553208714683,1
2024-01-01 00:46:40,76.18,37.74,65.12,81.7,926.97,1,0.13909450067049978,1
2024-01-01 00:46:50,80.57,48.22,21.86,82.79,994.61,1,0.10180320243105889,1
2024-01-01 00:47:00,87.96,66.94,53.91,93.8,971.9,1,0.11691750259058287,1
2024-01-01 00:47:10,65.37,45.19,51.68,95.28,821.91,1,0.11001023961997192,1
2024-01-01 00:47:20,92.34,50.36,30.65,71.09,899.47,1,0.08519306470631638,1
2024-01-01 00:47:30,59.65,59.62,42.44,70.76,977.41,1,0.07380120941644652,1
2024-01-01 00:47:40,74.06,62.83,34.51,64.4,945.7,1,0.09291576682160219,1
2024-01-01 00:47:50,79.98,52.48,42.23,90.48,898.68,1,0.08715776132367203,1
2024-01-01 00:48:00,77.52,49.02,58.11,101.73,914.29,1,0.12538031612612555,1
2024-01-01 00:48:10,70.29,69.22,47.27,75.27,863.38,1,0.09746900039140016,1
2024-01-01 00:48:20,73.61,72.39,46.1,76.38,936.1,1,0.10502258522618069,1
2024-01-01 00:48:30,71.33,64.79,34.84,102.0,1028.06,1,0.11137237660260302,1
2024-01-01 00:48:40,70.56,55.85,22.19,87.58,971.83,1,0.10440689146787041,1
2024-01-01 00:48:50,41.8,46.92,37.5,86.54,287.62,0,-0.014860125795585377,0
2024-01-01 00:49:00,37.86,46.7,54.48,62.14,235.3,0,-0.07733156393222224,0
2024-01-01 00:49:10,29.46,60.23,21.67,90.18,241.1,0,-0.07908649118662858,0
2024-01-01 00:49:20,42.2,59.18,27.34,66.06,278.96,0,-0.03746651084495861,0
2024-01-01 00:49:30,37.46,69.02,41.52,62.99,215.09,0,-0.10003168781184951,0
